Index,CWE,Vulnerable,Ground_Ranking,Ground_Score,Id_of_description_1,Score_1,Id_of_description_2,Score_2,Id_of_description_3,Score_3
13074,415,1,300,0.3578,1240,0.7347,,,,
13075,415,1,307,0.3549,1240,0.7313,,,,
13076,415,1,312,0.3534,1240,0.7361,,,,
13077,415,1,318,0.4428,,,,,,
13078,415,1,308,0.3605,,,,,,
13079,415,1,307,0.3841,,,,,,
13080,415,1,310,0.4917,22,0.7377,1338,0.736,1326,0.7316
13081,415,1,310,0.3547,,,,,,
13082,20,1,87,0.5928,113,0.7346,1251,0.7322,362,0.7312
13083,347,1,935,0.2008,,,,,,
13084,347,1,926,0.1492,,,,,,
13085,347,1,931,0.1452,,,,,,
13086,476,1,636,0.2549,,,,,,
13087,476,1,634,0.2972,,,,,,
13088,476,1,636,0.26,,,,,,
13089,476,1,635,0.2569,,,,,,
13090,476,1,633,0.2525,,,,,,
13091,416,1,84,0.6615,35,0.7335,,,,
13092,835,1,677,0.2337,,,,,,
13093,476,1,634,0.2557,,,,,,
13094,400,1,149,0.4,1323,0.7427,1299,0.7395,,
13095,347,1,929,0.1533,1240,0.7367,,,,
13096,617,1,363,0.3157,,,,,,
13097,200,1,12,0.7138,1339,0.7365,1268,0.735,116,0.7323
13098,200,1,434,0.567,527,0.7554,316,0.7511,184,0.7478
13099,125,1,191,0.432,,,,,,
13100,200,1,90,0.4777,1240,0.7337,,,,
13101,200,1,90,0.4757,,,,,,
13102,200,1,91,0.476,,,,,,
13103,200,1,53,0.6857,1233,0.7363,1264,0.7331,207,0.733
13104,119,1,301,0.3519,,,,,,
13105,416,1,28,0.7232,843,0.7477,829,0.7449,1222,0.7421
13106,416,1,93,0.4709,,,,,,
13107,787,1,525,0.2884,,,,,,
13108,20,1,2,0.7231,,,,,,
13109,20,1,2,0.7189,,,,,,
13110,369,1,663,0.2354,,,,,,
13111,369,1,673,0.2246,,,,,,
13112,22,1,904,0.3435,1062,0.7736,53,0.7719,593,0.7682
13113,22,1,33,0.6809,1341,0.7349,,,,
13114,22,1,51,0.5211,,,,,,
13115,22,1,50,0.5259,,,,,,
13116,22,1,50,0.5325,,,,,,
13117,20,1,2,0.7136,,,,,,
13118,119,1,289,0.396,,,,,,
13119,119,1,288,0.3647,1240,0.7324,,,,
13120,119,1,290,0.3644,1240,0.7337,,,,
13121,119,1,284,0.3527,,,,,,
13122,119,1,286,0.3567,,,,,,
13123,119,1,232,0.6062,1385,0.7411,1278,0.7337,250,0.7311
13124,119,1,295,0.3548,,,,,,
13125,119,1,293,0.3498,,,,,,
13126,77,1,353,0.346,,,,,,
13127,77,1,354,0.3397,1240,0.7349,,,,
13128,77,1,355,0.3366,,,,,,
13129,824,1,179,0.4552,,,,,,
13130,77,1,355,0.3371,1240,0.7382,,,,
13131,20,1,2,0.7156,,,,,,
13132,20,1,2,0.7165,,,,,,
13133,732,1,330,0.3425,,,,,,
13134,732,1,343,0.3239,1351,0.7548,1299,0.7484,1323,0.7425
13135,732,1,327,0.347,,,,,,
13136,732,1,333,0.333,1323,0.7367,1299,0.7347,,
13137,732,1,332,0.3355,,,,,,
13138,732,1,336,0.4582,,,,,,
13139,732,1,336,0.3493,1240,0.7361,,,,
13140,732,1,341,0.3463,,,,,,
13141,125,1,188,0.5347,1292,0.7351,1336,0.7332,611,0.7322
13142,125,1,191,0.385,,,,,,
13143,119,1,294,0.3648,,,,,,
13144,190,1,128,0.4264,,,,,,
13145,190,1,122,0.4599,,,,,,
13146,269,1,844,0.3322,312,0.738,612,0.7343,764,0.7326
13147,617,1,368,0.489,,,,,,
13148,617,1,356,0.3266,,,,,,
13149,617,1,354,0.4211,,,,,,
13150,617,1,358,0.3318,,,,,,
13151,476,1,635,0.356,,,,,,
13152,129,1,744,0.2014,,,,,,
13153,476,1,640,0.2433,,,,,,
13154,476,1,602,0.466,,,,,,
13155,125,1,197,0.3891,,,,,,
13156,476,1,639,0.2556,,,,,,
13157,476,1,634,0.2555,1240,0.7379,,,,
13158,476,1,645,0.2571,1240,0.7411,,,,
13159,476,1,637,0.2542,1240,0.7367,,,,
13160,125,1,193,0.4013,,,,,,
13161,125,1,195,0.506,,,,,,
13162,125,1,192,0.4014,,,,,,
13163,125,1,191,0.404,,,,,,
13164,125,1,187,0.4024,,,,,,
13165,125,1,194,0.4598,,,,,,
13166,190,1,109,0.6116,,,,,,
13167,190,1,334,0.6142,138,0.7481,1275,0.7475,1104,0.7466
13168,190,1,297,0.6362,316,0.7618,527,0.7564,184,0.753
13169,190,1,125,0.4415,1240,0.7356,,,,
13170,190,1,125,0.4455,,,,,,
13171,190,1,124,0.4498,,,,,,
13172,190,1,68,0.6762,1268,0.7434,1224,0.7423,116,0.7391
13173,787,1,169,0.6968,551,0.7716,1058,0.7662,467,0.7645
13174,787,1,514,0.4297,1224,0.7511,1316,0.7418,1022,0.7403
13175,787,1,526,0.2871,,,,,,
13176,20,1,5,0.7124,1299,0.7561,1351,0.7478,1256,0.7423
13177,362,1,21,0.5887,1240,0.7338,,,,
13178,476,1,630,0.2494,,,,,,
13179,476,1,643,0.2921,,,,,,
13180,20,1,4,0.7063,,,,,,
13181,20,1,7,0.6528,,,,,,
13182,704,1,918,0.1508,,,,,,
13183,200,1,89,0.4823,,,,,,
13184,200,1,89,0.4781,,,,,,
13185,119,1,291,0.4605,,,,,,
13186,125,1,181,0.4145,,,,,,
13187,125,1,189,0.4019,,,,,,
13188,416,1,92,0.5581,,,,,,
13189,476,1,397,0.5815,551,0.7378,489,0.7351,,
13190,125,1,184,0.4063,,,,,,
13191,476,1,638,0.3353,1336,0.7337,,,,
13192,362,1,937,0.2871,43,0.7718,156,0.7691,304,0.7683
13193,362,1,360,0.5464,35,0.7435,1236,0.7375,190,0.7358
13194,362,1,685,0.4525,138,0.7541,616,0.7532,1104,0.7499
13195,824,1,173,0.5039,,,,,,
13196,125,1,199,0.3712,,,,,,
13197,125,1,196,0.4044,1240,0.7328,,,,
13198,125,1,193,0.4022,,,,,,
13199,119,1,302,0.3609,,,,,,
13200,119,1,219,0.5984,,,,,,
13201,119,1,297,0.3396,,,,,,
13202,119,1,298,0.3622,1240,0.7328,,,,
13203,119,1,293,0.3597,,,,,,
13204,787,1,512,0.2774,,,,,,
13205,125,1,195,0.3912,,,,,,
13206,476,1,631,0.2592,,,,,,
13207,190,1,64,0.6902,1268,0.7538,416,0.7535,1224,0.7528
13208,200,1,89,0.5002,,,,,,
13209,119,1,296,0.359,,,,,,
13210,125,1,190,0.5485,,,,,,
13211,416,1,64,0.6609,828,0.7336,1326,0.7333,,
13212,125,1,143,0.6833,184,0.7459,527,0.7441,316,0.7389
13213,125,1,184,0.3962,,,,,,
13214,125,1,194,0.4015,,,,,,
13215,125,1,190,0.4084,,,,,,
13216,125,1,411,0.5924,590,0.7622,1096,0.7576,243,0.7545
13217,119,1,293,0.3527,,,,,,
13218,125,1,193,0.5086,327,0.7362,1007,0.7331,1357,0.7321
13219,125,1,193,0.3905,,,,,,
13220,125,1,198,0.401,,,,,,
13221,125,1,191,0.6632,616,0.747,138,0.7456,1047,0.7446
13222,125,1,183,0.3727,,,,,,
13223,20,1,2,0.7302,1240,0.7388,,,,
13224,190,1,126,0.4432,,,,,,
13225,119,1,221,0.6132,,,,,,
13226,119,1,258,0.5774,,,,,,
13227,119,1,286,0.4206,,,,,,
13228,119,1,290,0.38,,,,,,
13229,119,1,287,0.3558,,,,,,
13230,119,1,299,0.4894,1389,0.7421,1223,0.7408,1326,0.7391
13231,125,1,196,0.3973,1240,0.7305,,,,
13232,125,1,196,0.3985,1240,0.7331,,,,
13233,119,1,285,0.3659,,,,,,
13234,119,1,285,0.362,,,,,,
13235,416,1,90,0.4875,1240,0.7403,,,,
13236,787,1,515,0.2826,,,,,,
13237,787,1,506,0.2816,,,,,,
13238,787,1,500,0.2885,,,,,,
13239,119,1,288,0.3596,,,,,,
13240,119,1,277,0.3611,,,,,,
13241,125,1,199,0.4014,1240,0.7355,,,,
13242,416,1,90,0.4852,,,,,,
13243,190,1,121,0.4614,,,,,,
13244,119,1,288,0.4364,,,,,,
13245,20,1,33,0.6335,,,,,,
13246,476,1,634,0.2682,,,,,,
13247,125,1,188,0.3997,,,,,,
13248,125,1,203,0.3973,,,,,,
13249,119,1,308,0.3504,,,,,,
13250,415,1,314,0.3428,,,,,,
13251,200,1,88,0.4688,,,,,,
13252,295,1,478,0.3503,,,,,,
13253,362,1,18,0.6037,1240,0.7446,,,,
13254,119,1,302,0.3588,,,,,,
13255,125,1,196,0.6474,,,,,,
13256,125,1,559,0.524,436,0.7428,787,0.7404,317,0.7381
13257,125,1,36,0.7265,1282,0.7498,1301,0.7431,594,0.7422
13258,125,1,53,0.7053,1342,0.7401,31,0.7367,34,0.736
13259,125,1,44,0.7018,,,,,,
13260,125,1,56,0.6964,1320,0.7338,,,,
13261,125,1,72,0.6969,1331,0.7382,,,,
13262,125,1,73,0.6956,1331,0.7354,,,,
13263,125,1,468,0.5663,1122,0.7404,1056,0.7343,1086,0.732
13264,125,1,562,0.5253,772,0.7465,1090,0.7464,179,0.7455
13265,787,1,520,0.2841,,,,,,
13266,787,1,537,0.2677,,,,,,
13267,787,1,518,0.3531,,,,,,
13268,787,1,528,0.3945,,,,,,
13269,787,1,500,0.2798,,,,,,
13270,787,1,294,0.6374,1042,0.7561,1120,0.7549,597,0.7544
13271,787,1,517,0.2841,,,,,,
13272,787,1,520,0.2757,,,,,,
13273,787,1,521,0.2979,,,,,,
13274,787,1,467,0.5387,1282,0.7454,574,0.7445,1301,0.7442
13275,190,1,132,0.416,1299,0.7328,,,,
13276,119,1,294,0.3743,,,,,,
13277,119,1,301,0.3586,,,,,,
13278,119,1,290,0.3499,,,,,,
13279,119,1,283,0.5058,,,,,,
13280,119,1,295,0.3486,,,,,,
13281,125,1,186,0.4014,1240,0.7316,,,,
13282,415,1,305,0.3602,1240,0.7419,,,,
13283,415,1,304,0.3677,,,,,,
13284,190,1,123,0.4558,,,,,,
13285,772,1,507,0.2889,,,,,,
13286,476,1,639,0.2533,,,,,,
13287,362,1,19,0.592,1240,0.7378,,,,
13288,772,1,504,0.3333,,,,,,
13289,119,1,286,0.3592,,,,,,
13290,119,1,291,0.3535,,,,,,
13291,119,1,301,0.3587,,,,,,
13292,476,1,643,0.2555,1240,0.7393,,,,
13293,119,1,294,0.3482,,,,,,
13294,119,1,294,0.3509,,,,,,
13295,119,1,286,0.3601,,,,,,
13296,119,1,298,0.4886,,,,,,
13297,119,1,289,0.4893,,,,,,
13298,119,1,290,0.527,,,,,,
13299,119,1,285,0.5217,,,,,,
13300,119,1,291,0.3649,1240,0.7378,,,,
13301,415,1,309,0.3931,,,,,,
13302,125,1,188,0.3972,,,,,,
13303,125,1,198,0.3947,,,,,,
13304,119,1,294,0.3524,,,,,,
13305,119,1,294,0.3723,,,,,,
13306,119,1,293,0.3647,1240,0.7358,,,,
13307,119,1,293,0.3575,,,,,,
13308,119,1,291,0.3725,,,,,,
13309,119,1,302,0.4834,1336,0.7402,1389,0.7344,611,0.7325
13310,119,1,298,0.3653,,,,,,
13311,119,1,283,0.3689,,,,,,
13312,119,1,300,0.3625,,,,,,
13313,119,1,287,0.3706,1240,0.7316,,,,
13314,190,1,125,0.4383,1240,0.7346,,,,
13315,693,1,318,0.3555,,,,,,
13316,693,1,325,0.3574,,,,,,
13317,119,1,292,0.355,,,,,,
13318,119,1,288,0.3571,,,,,,
13319,352,1,316,0.3906,,,,,,
13320,125,1,202,0.3972,,,,,,
13321,125,1,193,0.5801,,,,,,
13322,125,1,189,0.4061,1240,0.7326,,,,
13323,436,1,524,0.2823,,,,,,
13324,436,1,505,0.4646,1267,0.7352,35,0.7338,1246,0.7315
13325,436,1,510,0.4555,,,,,,
13326,436,1,529,0.2789,1256,0.7332,,,,
13327,200,1,83,0.4689,,,,,,
13328,59,1,773,0.3873,1331,0.751,1234,0.7476,1286,0.7431
13329,59,1,789,0.1925,1240,0.7307,,,,
13330,476,1,643,0.2446,,,,,,
13331,835,1,678,0.2633,,,,,,
13332,416,1,88,0.4928,1240,0.7399,,,,
13333,90,1,658,0.2365,1299,0.7477,1323,0.7389,,
13334,90,1,656,0.2358,1351,0.7352,1323,0.7331,,
13335,416,1,80,0.6413,1389,0.7338,,,,
13336,476,1,638,0.2539,,,,,,
13337,787,1,519,0.3498,1251,0.733,,,,
13338,369,1,672,0.2365,,,,,,
13339,119,1,256,0.597,35,0.754,1267,0.7447,1039,0.7446
13340,787,1,529,0.2851,,,,,,
13341,787,1,528,0.2891,1240,0.7334,,,,
13342,476,1,633,0.252,1240,0.7348,,,,
13343,476,1,635,0.2608,,,,,,
13344,476,1,637,0.2816,,,,,,
13345,476,1,638,0.2557,1240,0.7376,,,,
13346,476,1,632,0.2572,,,,,,
13347,476,1,639,0.2549,1240,0.7345,,,,
13348,119,1,292,0.3758,1240,0.7312,,,,
13349,119,1,288,0.3353,,,,,,
13350,119,1,284,0.3438,,,,,,
13351,119,1,230,0.6004,,,,,,
13352,119,1,289,0.3626,,,,,,
13353,119,1,287,0.3589,,,,,,
13354,125,1,201,0.3973,1240,0.7346,,,,
13355,125,1,184,0.4163,,,,,,
13356,125,1,168,0.6031,1224,0.7378,1022,0.7318,1316,0.7315
13357,190,1,113,0.6092,,,,,,
13358,190,1,85,0.6656,1224,0.753,1022,0.7499,1316,0.7381
13359,362,1,17,0.6426,,,,,,
13360,20,1,2,0.7144,,,,,,
13361,476,1,634,0.2564,,,,,,
13362,476,1,640,0.291,,,,,,
13363,362,1,18,0.5956,1240,0.7407,,,,
13364,362,1,10,0.6885,,,,,,
13365,119,1,477,0.5465,498,0.7523,1092,0.7511,460,0.7496
13366,119,1,536,0.5148,391,0.7558,806,0.7457,556,0.7416
13367,119,1,475,0.5383,651,0.7423,1118,0.7408,498,0.7405
13368,119,1,462,0.5539,776,0.7499,1118,0.7495,1092,0.7473
13369,20,1,2,0.7254,1240,0.7395,,,,
13370,416,1,7,0.738,116,0.748,1339,0.7471,1220,0.7447
13371,416,1,91,0.4828,1240,0.7356,,,,
13372,476,1,630,0.2611,1240,0.7403,,,,
13373,476,1,641,0.2567,1240,0.734,,,,
13374,476,1,638,0.2572,1240,0.732,,,,
13375,476,1,540,0.5545,1312,0.7756,605,0.7704,396,0.7686
13376,835,1,675,0.2746,,,,,,
13377,362,1,698,0.4575,138,0.7624,1104,0.7573,28,0.7551
13378,416,1,88,0.4916,1240,0.7447,,,,
13379,20,1,2,0.7111,,,,,,
13380,20,1,955,0.2867,1090,0.7577,603,0.7545,179,0.7544
13381,20,1,2,0.7218,1240,0.7436,,,,
13382,119,1,282,0.4442,1329,0.7389,364,0.733,,
13383,290,1,911,0.1635,1240,0.7357,,,,
13384,190,1,127,0.4312,,,,,,
13385,415,1,121,0.702,692,0.7588,761,0.7588,66,0.757
13386,415,1,314,0.341,,,,,,
13387,476,1,634,0.2514,1240,0.7478,,,,
13388,476,1,71,0.724,404,0.7612,665,0.7609,1296,0.7576
13389,476,1,629,0.4473,31,0.7448,263,0.7438,244,0.7433
13390,763,1,752,0.2159,1240,0.7383,,,,
13391,763,1,347,0.6011,95,0.7716,183,0.7658,391,0.7619
13392,416,1,92,0.4721,1240,0.7331,,,,
13393,416,1,322,0.607,1282,0.7563,1189,0.7522,24,0.7506
13394,119,1,291,0.3643,1240,0.7473,20,0.7333,,
13395,416,1,88,0.4958,1240,0.7422,,,,
13396,416,1,91,0.49,1240,0.7429,,,,
13397,400,1,147,0.4238,1240,0.734,,,,
13398,400,1,156,0.4137,1240,0.7358,,,,
13399,59,1,787,0.1955,,,,,,
13400,362,1,18,0.601,1240,0.7423,20,0.7308,,
13401,119,1,289,0.3707,1240,0.7315,,,,
13402,119,1,80,0.7138,605,0.7542,1284,0.754,1074,0.7517
13403,119,1,270,0.5652,,,,,,
13404,125,1,198,0.3941,,,,,,
13405,125,1,208,0.3843,,,,,,
13406,125,1,195,0.4041,,,,,,
13407,125,1,200,0.3877,,,,,,
13408,125,1,182,0.4026,,,,,,
13409,119,1,301,0.36,1240,0.7348,,,,
13410,119,1,299,0.3629,1240,0.7315,,,,
13411,119,1,297,0.3604,,,,,,
13412,119,1,290,0.3624,,,,,,
13413,285,1,288,0.3503,,,,,,
13414,787,1,520,0.2917,,,,,,
13415,787,1,520,0.2921,1240,0.7467,,,,
13416,400,1,141,0.5827,,,,,,
13417,400,1,150,0.5567,1341,0.7417,327,0.7415,1330,0.738
13418,362,1,19,0.6039,1240,0.7331,,,,
13419,362,1,19,0.5931,1240,0.7409,,,,
13420,362,1,40,0.6783,,,,,,
13421,362,1,58,0.6631,1326,0.734,1223,0.7325,1389,0.7303
13422,362,1,591,0.4981,1282,0.7744,1266,0.761,24,0.7597
13423,362,1,918,0.3569,1091,0.7521,317,0.7517,785,0.7516
13424,369,1,274,0.5984,40,0.808,39,0.8043,229,0.7914
13425,369,1,275,0.595,613,0.7981,614,0.7869,281,0.7868
13426,665,1,615,0.257,,,,,,
13427,665,1,609,0.2625,,,,,,
13428,369,1,664,0.2385,,,,,,
13429,119,1,296,0.3654,,,,,,
13430,119,1,294,0.3611,,,,,,
13431,119,1,297,0.3592,,,,,,
13432,119,1,299,0.357,,,,,,
13433,119,1,292,0.3679,,,,,,
13434,119,1,294,0.3659,,,,,,
13435,119,1,285,0.3575,1240,0.74,,,,
13436,119,1,290,0.4087,,,,,,
13438,20,1,2,0.7217,1240,0.732,,,,
13439,119,1,234,0.6155,250,0.7369,1232,0.7363,1385,0.7345
13440,347,1,937,0.1775,,,,,,
13441,20,1,5,0.7045,,,,,,
13442,20,1,5,0.6921,,,,,,
13443,20,1,6,0.6809,,,,,,
13444,20,1,2,0.717,,,,,,
13445,119,1,285,0.3665,,,,,,
13446,190,1,128,0.4361,,,,,,
13447,400,1,159,0.4083,,,,,,
13448,125,1,190,0.4074,1240,0.7303,,,,
13449,400,1,84,0.6652,829,0.7368,843,0.7365,329,0.7362
13450,400,1,151,0.4315,1240,0.7462,,,,
13451,400,1,139,0.5773,1326,0.7469,1389,0.7467,1223,0.7398
13452,772,1,504,0.2905,,,,,,
13453,772,1,508,0.2925,1240,0.7402,,,,
13454,772,1,501,0.2869,,,,,,
13455,772,1,505,0.2932,,,,,,
13456,772,1,511,0.3726,,,,,,
13457,120,1,232,0.5458,226,0.7377,1221,0.7353,830,0.7344
13458,120,1,229,0.5494,830,0.7349,1191,0.7338,1221,0.732
13459,772,1,502,0.294,,,,,,
13460,772,1,501,0.2899,,,,,,
13461,665,1,607,0.2989,427,0.737,,,,
13462,200,1,85,0.4718,,,,,,
13463,200,1,90,0.4708,,,,,,
13464,200,1,87,0.5576,,,,,,
13465,200,1,82,0.604,,,,,,
13466,200,1,91,0.4601,,,,,,
13467,200,1,82,0.5716,,,,,,
13468,119,1,294,0.3636,,,,,,
13469,119,1,302,0.3587,,,,,,
13470,119,1,297,0.3598,1240,0.7313,,,,
13471,119,1,299,0.3612,,,,,,
13472,119,1,284,0.386,,,,,,
13473,476,1,630,0.4517,31,0.7624,34,0.7609,244,0.7556
13474,476,1,637,0.2532,,,,,,
13475,476,1,636,0.4106,329,0.7435,829,0.7433,1233,0.7426
13476,476,1,638,0.3497,1273,0.7342,1338,0.731,,
13477,476,1,634,0.2575,1240,0.7322,,,,
13478,476,1,639,0.2541,,,,,,
13479,476,1,636,0.4275,35,0.7507,1385,0.7398,1278,0.7389
13480,476,1,648,0.3512,1273,0.7409,1338,0.7322,22,0.7305
13482,416,1,91,0.4795,1240,0.7379,,,,
13483,416,1,91,0.4838,,,,,,
13484,125,1,189,0.4109,,,,,,
13485,416,1,60,0.6875,1267,0.7454,1246,0.7392,35,0.7383
13486,611,1,39,0.527,,,,,,
13487,611,1,40,0.5229,,,,,,
13488,611,1,40,0.5398,,,,,,
13489,611,1,41,0.5162,,,,,,
13490,611,1,441,0.5354,626,0.7484,312,0.7443,707,0.743
13492,119,1,301,0.3805,,,,,,
13493,119,1,291,0.4003,,,,,,
13494,20,1,2,0.7141,1240,0.7305,,,,
13495,20,1,2,0.7154,,,,,,
13496,20,1,2,0.7076,1240,0.7342,,,,
13497,918,1,201,0.4071,1240,0.7431,,,,
13498,476,1,640,0.251,1240,0.737,,,,
13499,345,1,877,0.1619,1240,0.7389,,,,
13500,20,1,2,0.7246,1240,0.7447,,,,
13501,787,1,490,0.5123,1243,0.7423,1248,0.7384,1342,0.7342
13502,787,1,520,0.2908,1240,0.7439,,,,
13503,787,1,508,0.2864,,,,,,
13504,787,1,517,0.2769,,,,,,
13505,787,1,514,0.4255,1224,0.741,1022,0.7349,1316,0.733
13506,787,1,515,0.4497,,,,,,
13507,787,1,519,0.2986,1240,0.7382,,,,
13508,787,1,534,0.2974,1240,0.7382,,,,
13509,787,1,502,0.5014,641,0.7362,1342,0.7349,34,0.7345
13510,125,1,197,0.3992,1240,0.7347,,,,
13511,416,1,91,0.4748,,,,,,
13512,416,1,91,0.4711,,,,,,
13513,125,1,187,0.4008,,,,,,
13514,125,1,68,0.7139,502,0.7631,520,0.7572,1320,0.7553
13515,125,1,181,0.5471,1389,0.7343,319,0.7329,,
13516,125,1,186,0.5239,1341,0.736,1330,0.7356,1291,0.7326
13517,125,1,187,0.5206,1291,0.7363,1341,0.7357,327,0.7336
13518,125,1,182,0.5247,327,0.7344,1341,0.7343,1330,0.7331
13519,369,1,666,0.2391,1240,0.7331,,,,
13520,416,1,91,0.5782,,,,,,
13521,787,1,541,0.282,,,,,,
13522,787,1,527,0.2852,1240,0.7339,,,,
13523,787,1,525,0.2797,,,,,,
13524,787,1,500,0.5146,31,0.7495,34,0.7459,1342,0.7431
13525,787,1,522,0.2794,,,,,,
13526,787,1,546,0.2725,,,,,,
13527,787,1,507,0.3592,,,,,,
13528,787,1,500,0.291,,,,,,
13529,787,1,513,0.2801,,,,,,
13530,787,1,520,0.3862,,,,,,
13531,787,1,521,0.2902,,,,,,
13532,120,1,244,0.4259,,,,,,
13533,120,1,248,0.465,,,,,,
13534,120,1,242,0.399,,,,,,
13537,787,1,516,0.2924,,,,,,
13538,125,1,183,0.3869,,,,,,
13539,190,1,124,0.4433,,,,,,
13540,190,1,121,0.5738,1341,0.7338,,,,
13541,119,1,292,0.369,1240,0.739,,,,
13542,369,1,663,0.2453,1240,0.7324,,,,
13543,369,1,657,0.2305,,,,,,
13544,125,1,185,0.4064,1240,0.731,,,,
13545,369,1,661,0.2439,,,,,,
13546,125,1,195,0.4072,1240,0.741,,,,
13547,125,1,186,0.3786,,,,,,
13550,119,1,294,0.3697,1240,0.7376,,,,
13551,119,1,286,0.3474,,,,,,
13552,119,1,289,0.4141,427,0.7343,,,,
13553,119,1,289,0.3608,1240,0.7312,,,,
13554,119,1,289,0.3608,1240,0.7312,,,,
13555,119,1,286,0.3593,,,,,,
13556,125,1,188,0.3792,,,,,,
13558,119,1,294,0.4413,1329,0.7386,364,0.731,,
13559,119,1,287,0.3569,,,,,,
13560,125,1,203,0.3999,1240,0.7355,,,,
13562,125,1,196,0.402,1240,0.7313,,,,
13564,362,1,17,0.6385,,,,,,
13565,362,1,37,0.6806,,,,,,
13566,362,1,20,0.5891,,,,,,
13567,362,1,19,0.6252,,,,,,
13568,476,1,630,0.2429,,,,,,
13569,476,1,639,0.2415,,,,,,
13570,416,1,93,0.4738,,,,,,
13571,20,1,6,0.6922,,,,,,
13572,20,1,947,0.3052,,,,,,
13573,20,1,489,0.4575,1303,0.7366,829,0.7354,823,0.7349
13574,20,1,5,0.6959,,,,,,
13575,20,1,14,0.6324,,,,,,
13577,190,1,131,0.5334,,,,,,
13578,20,1,2,0.7091,,,,,,
13581,787,1,465,0.5443,1331,0.7527,837,0.7439,1289,0.7438
13582,787,1,505,0.4728,35,0.7399,1267,0.7338,1246,0.7311
13583,787,1,526,0.4537,1268,0.7331,1269,0.7326,760,0.7325
13584,787,1,524,0.2932,,,,,,
13585,787,1,523,0.4922,1320,0.7506,502,0.7478,250,0.7455
13586,787,1,447,0.5144,108,0.7635,688,0.7615,638,0.754
13587,787,1,434,0.5248,708,0.7635,587,0.7614,152,0.7554
13588,787,1,473,0.5319,1282,0.7323,,,,
13589,787,1,376,0.5622,149,0.757,568,0.7565,122,0.7537
13590,787,1,345,0.5771,37,0.7624,47,0.7624,194,0.7534
13591,787,1,213,0.649,391,0.7706,410,0.76,805,0.7553
13592,787,1,524,0.3393,,,,,,
13593,787,1,511,0.4134,1317,0.7439,226,0.7385,1322,0.7384
13594,787,1,526,0.3087,,,,,,
13595,787,1,513,0.2851,,,,,,
13596,787,1,530,0.3343,,,,,,
13597,787,1,532,0.2838,,,,,,
13598,787,1,480,0.5216,1310,0.7483,30,0.743,626,0.7417
13599,416,1,503,0.5424,1104,0.735,1275,0.7326,110,0.7303
13600,416,1,94,0.5266,,,,,,
13601,416,1,97,0.4441,,,,,,
13602,476,1,636,0.3592,,,,,,
13603,119,1,298,0.362,,,,,,
13604,119,1,287,0.4596,,,,,,
13605,190,1,644,0.4947,1069,0.7558,1052,0.7475,1127,0.7468
13606,400,1,157,0.4119,1256,0.7349,,,,
13609,416,1,92,0.479,1240,0.7411,,,,
13610,476,1,639,0.2488,,,,,,
13611,476,1,640,0.2473,,,,,,
13612,476,1,636,0.2542,,,,,,
13613,665,1,610,0.2558,,,,,,
13614,284,1,509,0.3135,,,,,,
13615,284,1,507,0.2883,,,,,,
13616,284,1,512,0.2909,1240,0.7482,,,,
13617,20,1,2,0.7228,1240,0.743,,,,
13618,200,1,90,0.4805,,,,,,
13619,200,1,93,0.452,,,,,,
13620,200,1,86,0.4815,,,,,,
13621,200,1,91,0.4806,,,,,,
13622,476,1,15,0.7358,8,0.7571,391,0.757,477,0.7561
13623,476,1,628,0.2477,1240,0.7385,,,,
13624,476,1,629,0.2596,1240,0.7368,,,,
13625,200,1,84,0.4818,,,,,,
13626,416,1,93,0.4716,,,,,,
13628,362,1,23,0.5525,,,,,,
13629,362,1,24,0.5596,,,,,,
13630,362,1,21,0.5698,1299,0.7555,1323,0.7325,1256,0.7312
13631,362,1,23,0.5706,,,,,,
13632,362,1,18,0.5858,,,,,,
13633,77,1,359,0.3336,,,,,,
13634,200,1,89,0.4893,1240,0.7406,,,,
13635,200,1,90,0.4911,1240,0.7457,,,,
13636,362,1,14,0.65,,,,,,
13637,416,1,93,0.4613,,,,,,
13638,416,1,95,0.4441,,,,,,
13639,416,1,96,0.4506,,,,,,
13640,476,1,634,0.2551,1240,0.7402,,,,
13641,362,1,19,0.5986,1240,0.7419,,,,
13642,362,1,19,0.5913,1240,0.7332,,,,
13643,362,1,18,0.602,1240,0.7354,,,,
13644,362,1,18,0.594,1240,0.7324,,,,
13645,362,1,18,0.6002,1240,0.7391,,,,
13646,362,1,18,0.5945,1240,0.7398,,,,
13647,362,1,458,0.5219,1248,0.7435,34,0.7401,920,0.74
13648,362,1,254,0.5751,1222,0.7354,329,0.7349,,
13649,824,1,176,0.4023,,,,,,
13650,369,1,657,0.2485,,,,,,
13651,400,1,152,0.4183,,,,,,
13653,400,1,149,0.5167,,,,,,
13654,400,1,147,0.4542,,,,,,
13655,400,1,151,0.4481,,,,,,
13656,400,1,152,0.4206,,,,,,
13657,400,1,107,0.6309,1224,0.7395,,,,
13658,400,1,144,0.4182,,,,,,
13659,119,1,290,0.3558,,,,,,
13660,119,1,295,0.3584,1240,0.7314,,,,
13661,119,1,4,0.7429,28,0.7448,80,0.7434,196,0.7432
13662,125,1,181,0.4066,,,,,,
13663,476,1,640,0.2431,,,,,,
13664,476,1,645,0.2421,,,,,,
13665,119,1,288,0.4574,1250,0.7312,,,,
13666,190,1,131,0.539,,,,,,
13667,190,1,128,0.4202,,,,,,
